name,type,company_name,registration_date,status
"JENNISON NUNEZ",directors,"GJC & PARTNERS CONSULTING LIMITED",06/08/2010,NULL
"JENNISON NUNEZ","legal representatives","GJC & PARTNERS CONSULTING LIMITED",06/08/2010,NULL
"JENNISON NUNEZ","judicial representatives","GJC & PARTNERS CONSULTING LIMITED",06/08/2010,NULL
