name,type,company_name,registration_date,status
"PAUL MC KENNA",liquidators,"LORNAM SERVICES LTD",29/10/2013,"In Dissolution"
"ZAZEY WAHEEDULLAH",directors,"VLADEX MALTA LTD",09/01/2004,NULL
"ZAZEY WAHEEDULLAH",shareholders,"VLADEX MALTA LTD",09/01/2004,NULL
"ZAZEY WAHEEDULLAH","legal representatives","VLADEX MALTA LTD",09/01/2004,NULL
"ZAZEY WAHEEDULLAH","judicial representatives","VLADEX MALTA LTD",09/01/2004,NULL
"ZAZEY WAHEEDULLAH",secretaries,"VLADEX MALTA LTD",09/01/2004,NULL
