name,type,company_name,registration_date,status
"ISMAJL EJUPI",shareholders,"PLAYBAY MALTA LIMITED",01/07/2010,NULL
"ISMAJL EJUPI",secretaries,"PLAYBAY MALTA LIMITED",01/07/2010,NULL
