name,type,company_name,registration_date,status
"RONEEL PRASAD",directors,"365SQUARED LTD",06/12/2012,NULL
"RONEEL PRASAD",shareholders,"365SQUARED LTD",06/12/2012,NULL
"RONEEL PRASAD","legal representatives","365SQUARED LTD",06/12/2012,NULL
"RONEEL PRASAD","judicial representatives","365SQUARED LTD",06/12/2012,NULL
